datePart,prodNamePart,prodCode,prodName,managerName,sourceDir,targetDir
20200309,【灵均择时1号私募证券投资基金】2020-3-6.zip,SM9656,灵均择时1号私募证券投资基金,宁波灵均投资管理合伙企业（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200309\【灵均择时1号私募证券投资基金】2020-3-6.zip,Z:\19_外包估值（新）\宁波灵均投资管理合伙企业（有限合伙）\SM9656_灵均择时1号私募证券投资基金
20200309,【茂典资产固定收益投资17号私募投资基金】2020-3-6.zip,SEV519,茂典资产固定收益投资17号私募投资基金,上海茂典资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200309\【茂典资产固定收益投资17号私募投资基金】2020-3-6.zip,Z:\19_外包估值（新）\上海茂典资产管理有限公司\SEV519_茂典资产固定收益投资17号私募投资基金
20200309,【念空先锋多策略投资基金】2020-3-5.zip,SJ4425,念空先锋多策略投资基金,上海念空数据科技中心（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200309\【念空先锋多策略投资基金】2020-3-5.zip,Z:\19_外包估值（新）\上海念空数据科技中心（有限合伙）\SJ4425_念空先锋多策略投资基金
20200309,【上海黑极资产价值精选3号（健康中国）私募投资基金】2020-3-6.pdf,SEH207,上海黑极资产价值精选3号（健康中国）私募投资基金,上海黑极资产管理中心（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200309\【上海黑极资产价值精选3号（健康中国）私募投资基金】2020-3-6.pdf,Z:\19_外包估值（新）\上海黑极资产管理中心（有限合伙）\SEH207_上海黑极资产价值精选3号（健康中国）私募投资基金
20200309,【晟视天下-晟元债券1号私募投资基金】2020-3-6.zip,SW0778,晟视天下-晟元债券1号私募投资基金,晟视天下资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200309\【晟视天下-晟元债券1号私募投资基金】2020-3-6.zip,Z:\19_外包估值（新）\晟视天下资产管理有限公司\SW0778_晟视天下-晟元债券1号私募投资基金
20200309,【泰旸创新成长12号私募证券投资基金】2020-3-6.jpg,SGR411,泰旸创新成长12号私募证券投资基金,上海泰旸资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200309\【泰旸创新成长12号私募证券投资基金】2020-3-6.jpg,Z:\19_外包估值（新）\上海泰旸资产管理有限公司\SGR411_泰旸创新成长12号私募证券投资基金
20200309,【星辰之双隆隆霄1号证券投资私募基金】2020-3-3.rar,SX5619,星辰之双隆隆霄1号证券投资私募基金,上海双隆投资有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200309\【星辰之双隆隆霄1号证券投资私募基金】2020-3-3.rar,Z:\19_外包估值（新）\上海双隆投资有限公司\SX5619_星辰之双隆隆霄1号证券投资私募基金
20200309,【中邮永安鸿安金刚组合私募基金】2020-3-5.zip,SY4803,中邮永安鸿安金刚组合私募基金,中邮永安（上海）资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200309\【中邮永安鸿安金刚组合私募基金】2020-3-5.zip,Z:\19_外包估值（新）\中邮永安（上海）资产管理有限公司\SY4803_中邮永安鸿安金刚组合私募基金
20200309,【中债盛远1号私募证券投资基金】2020-3-6.zip,SGH269,中债盛远1号私募证券投资基金,深圳市中债投资基金管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200309\【中债盛远1号私募证券投资基金】2020-3-6.zip,Z:\19_外包估值（新）\深圳市中债投资基金管理有限公司\SGH269_中债盛远1号私募证券投资基金
20200309,宁聚博逸1号私募证券投资基金2020305.jpg,SJC971,宁聚博逸1号私募证券投资基金,宁波宁聚资产管理中心（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200309\宁聚博逸1号私募证券投资基金2020305.jpg,Z:\19_外包估值（新）\宁波宁聚资产管理中心（有限合伙）\SJC971_宁聚博逸1号私募证券投资基金
20200310,【泊通精选定制私募基金】2020-3-9.zip,SR3672,泊通精选定制私募基金,上海泊通投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【泊通精选定制私募基金】2020-3-9.zip,Z:\19_外包估值（新）\上海泊通投资管理有限公司\SR3672_泊通精选定制私募基金
20200310,【东方点赞证券投资基金】2020-3-9.zip,S39211,东方点赞证券投资基金,上海于翼资产管理合伙企业（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【东方点赞证券投资基金】2020-3-9.zip,Z:\19_外包估值（新）\上海于翼资产管理合伙企业（有限合伙）\S39211_东方点赞证券投资基金
20200310,【福纳泉组合对冲3号私募投资基金】2020-3-9.zip,SEC393,福纳泉组合对冲3号私募投资基金,深圳前海福纳泉基金管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【福纳泉组合对冲3号私募投资基金】2020-3-9.zip,Z:\19_外包估值（新）\深圳前海福纳泉基金管理有限公司\SEC393_福纳泉组合对冲3号私募投资基金
20200310,【富善投资-睿远（港股通）1号私募证券投资基金】2020-3-6.jpg,ST7755,富善投资-睿远（港股通）1号私募证券投资基金,上海富善投资有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【富善投资-睿远（港股通）1号私募证券投资基金】2020-3-6.jpg,Z:\19_外包估值（新）\上海富善投资有限公司\ST7755_富善投资-睿远（港股通）1号私募证券投资基金
20200310,【好投鼎实股票FOF一期私募证券投资基金】2020-3-6.zip,SGF224,好投鼎实股票FOF一期私募证券投资基金,广州市好投投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【好投鼎实股票FOF一期私募证券投资基金】2020-3-6.zip,Z:\19_外包估值（新）\广州市好投投资管理有限公司\SGF224_好投鼎实股票FOF一期私募证券投资基金
20200310,【好投主投FOF鼎实19号私募证券投资基金】2020-3-6.zip,SGB015,好投主投FOF鼎实19号私募证券投资基金,广州市好投投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【好投主投FOF鼎实19号私募证券投资基金】2020-3-6.zip,Z:\19_外包估值（新）\广州市好投投资管理有限公司\SGB015_好投主投FOF鼎实19号私募证券投资基金
20200310,【泓赫泓宇3号私募证券投资基金】2020-3-9.zip,SJQ139,泓赫泓宇3号私募证券投资基金,上海泓赫投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【泓赫泓宇3号私募证券投资基金】2020-3-9.zip,Z:\19_外包估值（新）\上海泓赫投资管理有限公司\SJQ139_泓赫泓宇3号私募证券投资基金
20200310,【京华世家通盈投资基金一期】2020-03-9.zip,SK4862,京华世家通盈投资基金一期,京华世家财富管理（深圳）有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【京华世家通盈投资基金一期】2020-03-9.zip,Z:\19_外包估值（新）\京华世家财富管理（深圳）有限公司\SK4862_京华世家通盈投资基金一期
20200310,【九轩CTA专享元亨3号私募投资基金】2020-3-9.JPG,SER647,九轩CTA专享元亨3号私募投资基金,九轩投资管理（杭州）有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【九轩CTA专享元亨3号私募投资基金】2020-3-9.JPG,Z:\19_外包估值（新）\九轩投资管理（杭州）有限公司\SER647_九轩CTA专享元亨3号私募投资基金
20200310,【九轩CTA专享元亨3号私募投资基金】2020-3-9.zip,SER647,九轩CTA专享元亨3号私募投资基金,九轩投资管理（杭州）有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【九轩CTA专享元亨3号私募投资基金】2020-3-9.zip,Z:\19_外包估值（新）\九轩投资管理（杭州）有限公司\SER647_九轩CTA专享元亨3号私募投资基金
20200310,【钜融丰和11号私募证券投资基金】2020-3-9.pdf,SEY657,钜融丰和11号私募证券投资基金,中海外钜融资产管理集团有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【钜融丰和11号私募证券投资基金】2020-3-9.pdf,Z:\19_外包估值（新）\中海外钜融资产管理集团有限公司\SEY657_钜融丰和11号私募证券投资基金
20200310,【宽远价值成长二期10号私募证券投资基金】2020-3-5.tif,SGT821,宽远价值成长二期10号私募证券投资基金,上海宽远资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【宽远价值成长二期10号私募证券投资基金】2020-3-5.tif,Z:\19_外包估值（新）\上海宽远资产管理有限公司\SGT821_宽远价值成长二期10号私募证券投资基金
20200310,【利得珠池量化掘金私募证券投资基金】2020-3-9.zip,SGK144,利得珠池量化掘金私募证券投资基金,利得资本管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【利得珠池量化掘金私募证券投资基金】2020-3-9.zip,Z:\19_外包估值（新）\利得资本管理有限公司\SGK144_利得珠池量化掘金私募证券投资基金
20200310,【灵涛潜龙1期证券投资基金】2020-3-9.pdf,S85110,灵涛潜龙1期证券投资基金,灵涛股权投资基金（上海）有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【灵涛潜龙1期证券投资基金】2020-3-9.pdf,Z:\19_外包估值（新）\灵涛股权投资基金（上海）有限公司\S85110_灵涛潜龙1期证券投资基金
20200310,【上海黑极资产价值精选3号（健康中国）私募投资基金】2020-3-9.pdf,SEH207,上海黑极资产价值精选3号（健康中国）私募投资基金,上海黑极资产管理中心（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【上海黑极资产价值精选3号（健康中国）私募投资基金】2020-3-9.pdf,Z:\19_外包估值（新）\上海黑极资产管理中心（有限合伙）\SEH207_上海黑极资产价值精选3号（健康中国）私募投资基金
20200310,【上海黑极资产价值精选5号私募证券投资基金】2020-3-9.pdf,SGU533,上海黑极资产价值精选5号私募证券投资基金,上海黑极资产管理中心（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【上海黑极资产价值精选5号私募证券投资基金】2020-3-9.pdf,Z:\19_外包估值（新）\上海黑极资产管理中心（有限合伙）\SGU533_上海黑极资产价值精选5号私募证券投资基金
20200310,【申毅恒星稳健2号私募证券投资基金】2020-3-6.zip,T23608,申毅恒星稳健2号私募证券投资基金,上海申毅投资股份有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【申毅恒星稳健2号私募证券投资基金】2020-3-6.zip,Z:\19_外包估值（新）\上海申毅投资股份有限公司\T23608_申毅恒星稳健2号私募证券投资基金
20200310,【晟视天下-晟元债券1号私募投资基金】2020-3-9.zip,SW0778,晟视天下-晟元债券1号私募投资基金,晟视天下资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【晟视天下-晟元债券1号私募投资基金】2020-3-9.zip,Z:\19_外包估值（新）\晟视天下资产管理有限公司\SW0778_晟视天下-晟元债券1号私募投资基金
20200310,【湘银贝泉1号私募证券投资基金】2020-3-6.zip,SEY681,湘银贝泉1号私募证券投资基金,北京贝泉投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【湘银贝泉1号私募证券投资基金】2020-3-6.zip,Z:\19_外包估值（新）\北京贝泉投资管理有限公司\SEY681_湘银贝泉1号私募证券投资基金
20200310,【一路为伍翠柏私募基金】2020-3-9.zip,ST1168,一路为伍翠柏私募基金,上海鼎锋弘人资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【一路为伍翠柏私募基金】2020-3-9.zip,Z:\19_外包估值（新）\上海鼎锋弘人资产管理有限公司\ST1168_一路为伍翠柏私募基金
20200310,【一路为伍红枫私募基金】2020-3-9.zip,SS5905,一路为伍红枫私募基金,上海鼎锋弘人资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【一路为伍红枫私募基金】2020-3-9.zip,Z:\19_外包估值（新）\上海鼎锋弘人资产管理有限公司\SS5905_一路为伍红枫私募基金
20200310,【易弘稳赢二号私募证券投资基金】2020-3-9.pdf,SEP982,易弘稳赢二号私募证券投资基金,上海弘润资产管理有限责任公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【易弘稳赢二号私募证券投资基金】2020-3-9.pdf,Z:\19_外包估值（新）\上海弘润资产管理有限责任公司\SEP982_易弘稳赢二号私募证券投资基金
20200310,【因诺天机18号私募基金】20200309.pdf,SR0279,因诺天机18号私募基金,因诺（上海）资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【因诺天机18号私募基金】20200309.pdf,Z:\19_外包估值（新）\因诺（上海）资产管理有限公司\SR0279_因诺天机18号私募基金
20200310,【玉数博孚利一号私募证券投资基金】2020-3-6.zip,SJA045,玉数博孚利一号私募证券投资基金,上海玉数投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【玉数博孚利一号私募证券投资基金】2020-3-6.zip,Z:\19_外包估值（新）\上海玉数投资管理有限公司\SJA045_玉数博孚利一号私募证券投资基金
20200310,【浙江白鹭囊萤三号私募证券投资基金】2020-3-6.zip,SX0127,浙江白鹭囊萤三号私募证券投资基金,浙江白鹭资产管理股份有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\【浙江白鹭囊萤三号私募证券投资基金】2020-3-6.zip,Z:\19_外包估值（新）\浙江白鹭资产管理股份有限公司\SX0127_浙江白鹭囊萤三号私募证券投资基金
20200310,九轩CTA专享元亨3号_指定估值日-说明函20200310.pdf,SER647,九轩CTA专享元亨3号私募投资基金,九轩投资管理（杭州）有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\九轩CTA专享元亨3号_指定估值日-说明函20200310.pdf,Z:\19_外包估值（新）\九轩投资管理（杭州）有限公司\SER647_九轩CTA专享元亨3号私募投资基金
20200310,灵均择时1号私募证券投资基金20200306.pdf,SM9656,灵均择时1号私募证券投资基金,宁波灵均投资管理合伙企业（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\灵均择时1号私募证券投资基金20200306.pdf,Z:\19_外包估值（新）\宁波灵均投资管理合伙企业（有限合伙）\SM9656_灵均择时1号私募证券投资基金
20200310,趣时事件驱动1号证券投资基金20200306.jpg,SJ5171,趣时事件驱动1号证券投资基金,上海趣时资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200310\趣时事件驱动1号证券投资基金20200306.jpg,Z:\19_外包估值（新）\上海趣时资产管理有限公司\SJ5171_趣时事件驱动1号证券投资基金
20200311,【泊通精选定制私募基金】2020-3-10.zip,SR3672,泊通精选定制私募基金,上海泊通投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\【泊通精选定制私募基金】2020-3-10.zip,Z:\19_外包估值（新）\上海泊通投资管理有限公司\SR3672_泊通精选定制私募基金
20200311,【泊通精选定制私募基金】于2020-3-10.pdf,SR3672,泊通精选定制私募基金,上海泊通投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\【泊通精选定制私募基金】于2020-3-10.pdf,Z:\19_外包估值（新）\上海泊通投资管理有限公司\SR3672_泊通精选定制私募基金
20200311,【丰润长期价值1期私募证券投资基金】2020-3-9.zip,SCT084,丰润长期价值1期私募证券投资基金,北京丰润恒道投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\【丰润长期价值1期私募证券投资基金】2020-3-9.zip,Z:\19_外包估值（新）\北京丰润恒道投资管理有限公司\SCT084_丰润长期价值1期私募证券投资基金
20200311,【富善投资-睿远（港股通）1号私募证券投资基金】2020-3-6.zip,ST7755,富善投资-睿远（港股通）1号私募证券投资基金,上海富善投资有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\【富善投资-睿远（港股通）1号私募证券投资基金】2020-3-6.zip,Z:\19_外包估值（新）\上海富善投资有限公司\ST7755_富善投资-睿远（港股通）1号私募证券投资基金
20200311,【辉毅5号】2020-3-10.pdf,SM4453,辉毅5号,上海申毅投资股份有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\【辉毅5号】2020-3-10.pdf,Z:\19_外包估值（新）\上海申毅投资股份有限公司\SM4453_辉毅5号
20200311,【金玉满堂3号私募基金】2020-3-10.zip,SEQ201,金玉满堂3号私募基金,上海朴珺投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\【金玉满堂3号私募基金】2020-3-10.zip,Z:\19_外包估值（新）\上海朴珺投资管理有限公司\SEQ201_金玉满堂3号私募基金
20200311,【京华世家通盈投资基金一期】2020-03-9.zip,SK4862,京华世家通盈投资基金一期,京华世家财富管理（深圳）有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\【京华世家通盈投资基金一期】2020-03-9.zip,Z:\19_外包估值（新）\京华世家财富管理（深圳）有限公司\SK4862_京华世家通盈投资基金一期
20200311,【宽远价值成长二期证券投资基金】2020-3-10.zip,S69517,宽远价值成长二期证券投资基金,上海宽远资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\【宽远价值成长二期证券投资基金】2020-3-10.zip,Z:\19_外包估值（新）\上海宽远资产管理有限公司\S69517_宽远价值成长二期证券投资基金
20200311,【利得珠池量化掘金私募证券投资基金】2020-3-9.pdf,SGK144,利得珠池量化掘金私募证券投资基金,利得资本管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\【利得珠池量化掘金私募证券投资基金】2020-3-9.pdf,Z:\19_外包估值（新）\利得资本管理有限公司\SGK144_利得珠池量化掘金私募证券投资基金
20200311,【六脉新动力1号私募投资基金】2020-3-9.rar,SEN059,六脉新动力1号私募投资基金,杭州华软新动力资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\【六脉新动力1号私募投资基金】2020-3-9.rar,Z:\19_外包估值（新）\杭州华软新动力资产管理有限公司\SEN059_六脉新动力1号私募投资基金
20200311,【六脉新动力2号指数增强组合私募证券投资基金】2020-3-9.zip,SEV387,六脉新动力2号指数增强组合私募证券投资基金,杭州华软新动力资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\【六脉新动力2号指数增强组合私募证券投资基金】2020-3-9.zip,Z:\19_外包估值（新）\杭州华软新动力资产管理有限公司\SEV387_六脉新动力2号指数增强组合私募证券投资基金
20200311,【念空先锋多策略投资基金】2020-3-9.zip,SJ4425,念空先锋多策略投资基金,上海念空数据科技中心（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\【念空先锋多策略投资基金】2020-3-9.zip,Z:\19_外包估值（新）\上海念空数据科技中心（有限合伙）\SJ4425_念空先锋多策略投资基金
20200311,【朴石核心价值1号私募证券投资基金】2020-3-9.pdf,SEZ842,朴石核心价值1号私募证券投资基金,上海朴石投资管理合伙企业(有限合伙),Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\【朴石核心价值1号私募证券投资基金】2020-3-9.pdf,Z:\19_外包估值（新）\上海朴石投资管理合伙企业(有限合伙)\SEZ842_朴石核心价值1号私募证券投资基金
20200311,【瑞华瑞盈4号私募证券投资基金】2020-3-10.pdf,SER894,瑞华瑞盈4号私募证券投资基金,深圳和裕投资有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\【瑞华瑞盈4号私募证券投资基金】2020-3-10.pdf,Z:\19_外包估值（新）\深圳和裕投资有限公司\SER894_瑞华瑞盈4号私募证券投资基金
20200311,【润合通宝唐诚私募投资基金】2020-3-10.zip,SX7504,润合通宝唐诚私募投资基金,北京润合资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\【润合通宝唐诚私募投资基金】2020-3-10.zip,Z:\19_外包估值（新）\北京润合资产管理有限公司\SX7504_润合通宝唐诚私募投资基金
20200311,【上汽颀臻-稳健惠众1号私募证券投资基金】2020-03-09.pdf,SCY075,上汽颀臻-稳健惠众1号私募证券投资基金,上汽颀臻（上海）资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\【上汽颀臻-稳健惠众1号私募证券投资基金】2020-03-09.pdf,Z:\19_外包估值（新）\上汽颀臻（上海）资产管理有限公司\SCY075_上汽颀臻-稳健惠众1号私募证券投资基金
20200311,【新方程私募精选E5号】2020-3-6.rar,S22275,新方程私募精选E5号基金,上海新方程股权投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\【新方程私募精选E5号】2020-3-6.rar,Z:\19_外包估值（新）\上海新方程股权投资管理有限公司\S22275_新方程私募精选E5号基金
20200311,【新湖巨源臻选1号FOF私募证券投资基金】2020-3-9.zip,SGD576,新湖巨源臻选1号FOF私募证券投资基金,北京新湖巨源投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\【新湖巨源臻选1号FOF私募证券投资基金】2020-3-9.zip,Z:\19_外包估值（新）\北京新湖巨源投资管理有限公司\SGD576_新湖巨源臻选1号FOF私募证券投资基金
20200311,【中邮永安鸿安金刚组合私募基金】2020-3-9.zip,SY4803,中邮永安鸿安金刚组合私募基金,中邮永安（上海）资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\【中邮永安鸿安金刚组合私募基金】2020-3-9.zip,Z:\19_外包估值（新）\中邮永安（上海）资产管理有限公司\SY4803_中邮永安鸿安金刚组合私募基金
20200311,金玉满堂3号私募基金场外产品20200310.zip,SEQ201,金玉满堂3号私募基金,上海朴珺投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\金玉满堂3号私募基金场外产品20200310.zip,Z:\19_外包估值（新）\上海朴珺投资管理有限公司\SEQ201_金玉满堂3号私募基金
20200311,巨源新宝丰私募证券投资基金20200306.zip,SEX227,巨源新宝丰私募证券投资基金,北京新湖巨源投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\巨源新宝丰私募证券投资基金20200306.zip,Z:\19_外包估值（新）\北京新湖巨源投资管理有限公司\SEX227_巨源新宝丰私募证券投资基金
20200311,利得珠池量化掘金私募证券投资基金-SGP974-2020年03月09日-份额确认书.pdf,SGK144,利得珠池量化掘金私募证券投资基金,利得资本管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\利得珠池量化掘金私募证券投资基金-SGP974-2020年03月09日-份额确认书.pdf,Z:\19_外包估值（新）\利得资本管理有限公司\SGK144_利得珠池量化掘金私募证券投资基金
20200311,利得珠池量化掘金私募证券投资基金-SGP974-2020年03月09日-净值.pdf,SGK144,利得珠池量化掘金私募证券投资基金,利得资本管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\利得珠池量化掘金私募证券投资基金-SGP974-2020年03月09日-净值.pdf,Z:\19_外包估值（新）\利得资本管理有限公司\SGK144_利得珠池量化掘金私募证券投资基金
20200311,聊塑产业1号私募投资基金20200306.zip,SW9446,聊塑产业1号私募投资基金,上海聊塑资产管理中心（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\聊塑产业1号私募投资基金20200306.zip,Z:\19_外包估值（新）\上海聊塑资产管理中心（有限合伙）\SW9446_聊塑产业1号私募投资基金
20200311,申茂债券2号估值表20200310.pdf,SEQ201,金玉满堂3号私募基金,上海朴珺投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200311\申茂债券2号估值表20200310.pdf,Z:\19_外包估值（新）\上海朴珺投资管理有限公司\SEQ201_金玉满堂3号私募基金
20200312,【贝泉2号私募证券投资基金】2020-03-11.zip,SED235,贝泉2号私募证券投资基金,北京贝泉投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200312\【贝泉2号私募证券投资基金】2020-03-11.zip,Z:\19_外包估值（新）\北京贝泉投资管理有限公司\SED235_贝泉2号私募证券投资基金
20200312,【铂绅十七号证券投资私募基金】2020-3-11.zip,ST1673,铂绅十七号证券投资私募基金,上海铂绅投资中心（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200312\【铂绅十七号证券投资私募基金】2020-3-11.zip,Z:\19_外包估值（新）\上海铂绅投资中心（有限合伙）\ST1673_铂绅十七号证券投资私募基金
20200312,【博普安泰2号私募证券投资基金】2020-3-11.pdf,SGN354,博普安泰2号私募证券投资基金,深圳博普科技有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200312\【博普安泰2号私募证券投资基金】2020-3-11.pdf,Z:\19_外包估值（新）\深圳博普科技有限公司\SGN354_博普安泰2号私募证券投资基金
20200312,【博普安泰2号私募证券投资基金】2020-3-11-11.pdf,SGN354,博普安泰2号私募证券投资基金,深圳博普科技有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200312\【博普安泰2号私募证券投资基金】2020-3-11-11.pdf,Z:\19_外包估值（新）\深圳博普科技有限公司\SGN354_博普安泰2号私募证券投资基金
20200312,【乘安人工智能量化对冲1号私募证券投资基金】2020-3-11.pdf,SEY022,乘安人工智能量化对冲1号私募证券投资基金,上海乘安资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200312\【乘安人工智能量化对冲1号私募证券投资基金】2020-3-11.pdf,Z:\19_外包估值（新）\上海乘安资产管理有限公司\SEY022_乘安人工智能量化对冲1号私募证券投资基金
20200312,【好投主投FOF鼎实19号私募证券投资基金】2020-03-10.zip,SGB015,好投主投FOF鼎实19号私募证券投资基金,广州市好投投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200312\【好投主投FOF鼎实19号私募证券投资基金】2020-03-10.zip,Z:\19_外包估值（新）\广州市好投投资管理有限公司\SGB015_好投主投FOF鼎实19号私募证券投资基金
20200312,【合晟同晖11号私募证券投资基金】【合晟同晖16号私募证券投资基金】2020-3-11.zip,#N/A,#N/A,#N/A,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200312\【合晟同晖11号私募证券投资基金】【合晟同晖16号私募证券投资基金】2020-3-11.zip,#N/A
20200312,【聚鸣多策略私募证券投资基金】2020-3-11.PDF,SY3373,聚鸣多策略私募证券投资基金,上海聚鸣投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200312\【聚鸣多策略私募证券投资基金】2020-3-11.PDF,Z:\19_外包估值（新）\上海聚鸣投资管理有限公司\SY3373_聚鸣多策略私募证券投资基金
20200312,【宽远价值成长二期证券投资基金】2020-3-11.zip,S69517,宽远价值成长二期证券投资基金,上海宽远资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200312\【宽远价值成长二期证券投资基金】2020-3-11.zip,Z:\19_外包估值（新）\上海宽远资产管理有限公司\S69517_宽远价值成长二期证券投资基金
